"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1133","Meals for cold days..... #soup #cold @ Regent Park, Fort Mill https://t.co/ZS1QfHvRaz",FALSE,0,NA,2019-03-05 20:18:10,FALSE,NA,"1103026940154445826",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nel0224",0,FALSE,FALSE,"-80.91824287","35.07170237"
"1134","I haven’t posted in a minute and I forgot this was on my camera roll 🤷🏻‍♂️

#nashville #smashville #rooftop… https://t.co/VFlxrtjQaO",FALSE,0,NA,2019-03-05 20:18:07,TRUE,NA,"1103026927831576577",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","marcfromohio",0,FALSE,FALSE,"-86.7802861","36.1555591"
"1135","RT @livewxradar: High temps for today.. COLD   See    your temps and weather at   https://t.co/HNLPnbqhEd    
#wx #weather #lows #temps #co…",FALSE,0,NA,2019-03-05 20:17:42,FALSE,NA,"1103026822160285696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gamergirlraider",5,TRUE,FALSE,NA,NA
"1136","Regresando al intenso frío. 🥶 #NuevaFotoDePerfil #Elkhorn #Nebraska #Cold #Snow #Selfie https://t.co/fHa2kreYpS",FALSE,18,NA,2019-03-05 20:13:22,FALSE,NA,"1103025731360174082",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OswelReza",1,FALSE,FALSE,NA,NA
"1137","RT @judah47: If you are a human meteorologist and you are feeling bad about your #winter forecast, there is consolation - you didn't do any…",FALSE,0,NA,2019-03-05 20:12:51,FALSE,NA,"1103025602465026049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SnowballManny",25,TRUE,FALSE,NA,NA
"1138","Meanwhile in Wisconsin 😭😭😭 #snow #wisconsin #midwest #winter #cold https://t.co/9d3RbzFBdJ",FALSE,0,NA,2019-03-05 20:08:05,FALSE,NA,"1103024400775999489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","thevarietytitan",0,FALSE,FALSE,NA,NA
"1139","We reached our goal of 450 new registrations by March 1st! As a result, Adam, our Enrollment Director took the POLA… https://t.co/fPEYqGcw5I",FALSE,7,NA,2019-03-05 20:06:25,TRUE,NA,"1103023982989713413",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IntlSportsCamp",1,FALSE,FALSE,NA,NA
"1140","S/o to @GreyMatterPhoto #liit .
.
.
.
.
#fashion 
#fashionnova 
#model
#trendsetter 
#story 
#leader 
#man… https://t.co/RnQYR3Hj7Z",FALSE,2,NA,2019-03-05 20:04:36,TRUE,NA,"1103023526049648640",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","YOSONTALA",1,FALSE,FALSE,"-87.337","41.59"
"1141","Joining #AXSChat from a gorgeous but #cold day in #RVA. #Virginia. The #SUN is out. What a treat. https://t.co/5VATwr3Jwn",FALSE,10,NA,2019-03-05 20:04:06,FALSE,NA,"1103023401520824320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","debraruh",1,FALSE,FALSE,NA,NA
"1142","RT @LukeCoutinho17: ""Problems like #acidity, #cold, #cough, #fever and severe pain during #periods which was common occurrence has vanished…",FALSE,0,NA,2019-03-05 20:00:50,FALSE,NA,"1103022579239931904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","prabhalight",1,TRUE,FALSE,NA,NA
"1143","RT @weatherchannel: Recap: This latest #cold outbreak shattered March monthly records in several locations, including one preliminary state…",FALSE,0,NA,2019-03-05 19:58:50,FALSE,NA,"1103022073084026882",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohedapa",62,TRUE,FALSE,NA,NA
"1144","RT @HOPE_memphis: The City of Memphis is opening a temporary warming center in Whitehaven for the next few nights at 4376 Horn Lake Road (M…",FALSE,0,NA,2019-03-05 19:57:26,FALSE,NA,"1103021723794972672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","forevermekaela",11,TRUE,FALSE,NA,NA
"1145","🌡🌬🌫❄🌨
.
.
.
#polarvortex #toocold #articbuffalo #articblast #ice #snow #sleet #blizzard #freezing #belowzero… https://t.co/PK7PSLn8XM",FALSE,1,NA,2019-03-05 19:56:25,TRUE,NA,"1103021468051398656",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","context_counts",0,FALSE,FALSE,NA,NA
"1146","#Florida #SaintAugustine more like #SaintColdestine #ColdFront no #BeachWeather, today! #Cold #Fort https://t.co/ot3JsA9xO5",FALSE,0,NA,2019-03-05 19:52:43,FALSE,NA,"1103020536139939845",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Deanrockon",0,FALSE,FALSE,NA,NA
"1147","🍺 Beer of the Month: Warped Wing Trotwood Lager

It’s the perfect introduction to the craft beer world for all of y… https://t.co/vr0Oo5n8CW",FALSE,0,NA,2019-03-05 19:44:40,TRUE,NA,"1103018511830523904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Half_Pint",0,FALSE,FALSE,NA,NA
"1148","RT @livewxradar: High temps for today.. COLD   See    your temps and weather at   https://t.co/HNLPnbqhEd    
#wx #weather #lows #temps #co…",FALSE,0,NA,2019-03-05 19:41:58,FALSE,NA,"1103017830558171136",NA,"<a href=""https://twitter.com/daniceraj"" rel=""nofollow"">TwitterAppBots</a>","daniceraj",5,TRUE,FALSE,NA,NA
"1149","RT @moundcenter: It might be cold, but there is still a place to enjoy the peace of meditating at the #labyrinth. ☮️ #Sinsinawa #MoundCente…",FALSE,0,NA,2019-03-05 19:39:28,FALSE,NA,"1103017201077047297",NA,"<a href=""http://www.example.com"" rel=""nofollow"">EECash__</a>","mohamed16942596",209,TRUE,FALSE,NA,NA
"1150","RT @HOPE_memphis: The City of Memphis is opening a temporary warming center in Whitehaven for the next few nights at 4376 Horn Lake Road (M…",FALSE,0,NA,2019-03-05 19:38:52,FALSE,NA,"1103017052208578560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JuneWav",11,TRUE,FALSE,NA,NA
"1151","pretty, sick and figuring it out 

#cold #BattlestarGalactica #humidifier #breakdance #MOMMYYYYYYYYY https://t.co/xc4lnI1DuG",FALSE,1,NA,2019-03-05 19:38:19,FALSE,NA,"1103016913100333056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Uff_Da_Erica",0,FALSE,FALSE,NA,NA
"1152","RT @CDCemergency: 5 ways to #PrepYourHealth for #winter &amp; the hard work of shoveling snow in #cold temperatures: https://t.co/4nqpZ0JhIK #T…",FALSE,0,NA,2019-03-05 19:34:34,FALSE,NA,"1103015968299716610",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BBPublicHealth",11,TRUE,FALSE,NA,NA
"1153","A few #flurries are possible this afternoon, but the #cold remains the big weather headline. #wiwx https://t.co/ZynZAqgJ7X",FALSE,0,NA,2019-03-05 19:30:16,FALSE,NA,"1103014885154344965",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","27StormTrack",0,FALSE,FALSE,NA,NA
"1154","High temps for today.. COLD   See    your temps and weather at   https://t.co/HNLPnbqhEd    
#wx #weather #lows… https://t.co/PdKBfKka7G",FALSE,3,NA,2019-03-05 19:30:00,TRUE,NA,"1103014819236442113",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter Ads Composer</a>","livewxradar",5,FALSE,FALSE,NA,NA
"1155","Tips to take care of your car this winter! Very important with the weather we have been having lately!
·
·
·
Have q… https://t.co/RP3AbEQGR7",FALSE,0,NA,2019-03-05 19:28:53,TRUE,NA,"1103014538855641088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NissanWoodmen",0,FALSE,FALSE,NA,NA
"1156","I can literally feel the cold virus spreading through my veins and weakening my immune system. I haven’t been sick… https://t.co/5HRcl4Y7aL",FALSE,0,NA,2019-03-05 19:26:55,TRUE,NA,"1103014043730636801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barefootfamfarm",0,FALSE,FALSE,NA,NA
"1157","RT @HOPE_memphis: The City of Memphis is opening a temporary warming center in Whitehaven for the next few nights at 4376 Horn Lake Road (M…",FALSE,0,NA,2019-03-05 19:23:09,FALSE,NA,"1103013096552103936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adeniseee_",11,TRUE,FALSE,NA,NA
"1158","Indianapolis you’re ok... #indianapolis #tourlife #cold #snow @ HI-FI Indy https://t.co/w2H7yANBdu",FALSE,0,NA,2019-03-05 19:21:09,FALSE,NA,"1103012590257623040",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ninaereid",0,FALSE,FALSE,"-86.14052859","39.75263003"
"1159","RT @HOPE_memphis: The City of Memphis is opening a temporary warming center in Whitehaven for the next few nights at 4376 Horn Lake Road (M…",FALSE,0,NA,2019-03-05 19:19:38,FALSE,NA,"1103012210329161728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VivaaaLaJesse",11,TRUE,FALSE,NA,NA
"1160","RT @HOPE_memphis: The City of Memphis is opening a temporary warming center in Whitehaven for the next few nights at 4376 Horn Lake Road (M…",FALSE,0,NA,2019-03-05 19:09:23,FALSE,NA,"1103009628517003264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","niqqitee",11,TRUE,FALSE,NA,NA
"1161","RT @HOPE_memphis: The City of Memphis is opening a temporary warming center in Whitehaven for the next few nights at 4376 Horn Lake Road (M…",FALSE,0,NA,2019-03-05 19:08:38,FALSE,NA,"1103009441581068288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImMontezReed",11,TRUE,FALSE,NA,NA
"1162","RT @CDCemergency: 5 ways to #PrepYourHealth for #winter &amp; the hard work of shoveling snow in #cold temperatures: https://t.co/4nqpZ0JhIK #T…",FALSE,0,NA,2019-03-05 19:04:45,FALSE,NA,"1103008462840180736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cmusholt",11,TRUE,FALSE,NA,NA
"1163","@americorpusa @BigWoodsEMotor @CvtPlastics @KJWire @CrescentSw_Inc @RomaFence @fandmplumbing @MW_Polymers… https://t.co/ctc5FQCxGN",FALSE,5,"americorpusa",2019-03-05 19:01:26,TRUE,"1101486916703346689","1103007631596273664","495187202","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BuildingMadison",0,FALSE,FALSE,NA,NA
"1164","RT @CDCemergency: 5 ways to #PrepYourHealth for #winter &amp; the hard work of shoveling snow in #cold temperatures: https://t.co/4nqpZ0JhIK #T…",FALSE,0,NA,2019-03-05 19:00:59,FALSE,NA,"1103007518672982016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OSUAgSafety",11,TRUE,FALSE,NA,NA
"1165","RT @SteveWeagleWPTV: BREAKING: #SnuggleAlert issued for tonight as temperatures fall into the 40s and low 50s. #cold #theflagisraised @TAst…",FALSE,0,NA,2019-03-05 18:57:26,FALSE,NA,"1103006621129674753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaryJaneRings",12,TRUE,FALSE,NA,NA
"1166","We do it all!!! Isn’t saint louis weather amazing 🙄📞🎭😳314-833-4770 @epoh7 @WoodShackSTL #cold #weather #sucks #call… https://t.co/bzIkCuTCOv",FALSE,0,NA,2019-03-05 18:55:53,TRUE,NA,"1103006232120442886",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","epoh7",0,FALSE,FALSE,NA,NA
"1167","RT @CDCemergency: 5 ways to #PrepYourHealth for #winter &amp; the hard work of shoveling snow in #cold temperatures: https://t.co/4nqpZ0JhIK #T…",FALSE,0,NA,2019-03-05 18:54:54,FALSE,NA,"1103005987466895360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TAMU_ASSP",11,TRUE,FALSE,NA,NA
"1168","RT @RexHealthcare: Follow these simple tips to help avoid catching a #cold or the #flu while flying on a plane or visiting an airport. #tra…",FALSE,0,NA,2019-03-05 18:53:51,FALSE,NA,"1103005719471816709",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nchospitals",1,TRUE,FALSE,NA,NA
"1169","RT @CDCemergency: 5 ways to #PrepYourHealth for #winter &amp; the hard work of shoveling snow in #cold temperatures: https://t.co/4nqpZ0JhIK #T…",FALSE,0,NA,2019-03-05 18:51:54,FALSE,NA,"1103005229216342016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aljaim1",11,TRUE,FALSE,NA,NA
"1170","https://t.co/eJDcto3t1g

A newish song for all those people who look at winter with an appreciative eye. #winter… https://t.co/9kMnskRGIr",FALSE,2,NA,2019-03-05 18:50:32,TRUE,NA,"1103004884968849408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StoddardReal",0,FALSE,FALSE,NA,NA
"1171","RT @SteveWeagleWPTV: BREAKING: #SnuggleAlert issued for tonight as temperatures fall into the 40s and low 50s. #cold #theflagisraised @TAst…",FALSE,0,NA,2019-03-05 18:50:25,FALSE,NA,"1103004859412951043",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","alliehyduk",12,TRUE,FALSE,NA,NA
"1172","RT @SteveWeagleWPTV: BREAKING: #SnuggleAlert issued for tonight as temperatures fall into the 40s and low 50s. #cold #theflagisraised @TAst…",FALSE,0,NA,2019-03-05 18:49:42,FALSE,NA,"1103004675954102272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Natnews11",12,TRUE,FALSE,NA,NA
"1173","RT @SteveWeagleWPTV: BREAKING: #SnuggleAlert issued for tonight as temperatures fall into the 40s and low 50s. #cold #theflagisraised @TAst…",FALSE,0,NA,2019-03-05 18:49:18,FALSE,NA,"1103004576066744320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KahtiaHall",12,TRUE,FALSE,NA,NA
"1174","RT @CDCemergency: 5 ways to #PrepYourHealth for #winter &amp; the hard work of shoveling snow in #cold temperatures: https://t.co/4nqpZ0JhIK #T…",FALSE,0,NA,2019-03-05 18:49:15,FALSE,NA,"1103004562993172480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VetrepreneurOne",11,TRUE,FALSE,NA,NA
